name hindex
"Jose M. Faleiro" 4
"Joseph M. Hellerstein" 84
"Joy Arulraj" 8
"Justin Levandoski" 17
"Karrie Karahalios" 24
"Kevin Wilkinson" 18
"Kexin Rong" 31
"Laura Rettig" 2
"Lefteris Sidirourgos" 8
"Lin Ma" 5
"Malte Schwarzkopt" 9
"Manos Karpathiotakis" 11
"Martin Kersten" 44
"Matthew Perron" 2
"Mattias Boehm" 10
"Mohammad Dashti" 3
"Mourad Ouzzani" 25
"Nan Tang" 19
"Navneet Potti" 1
"Olga Papaemmanouil" 12
"Oliver Kennedy" 9
"Peter Bailis" 16
"Phil Cudre-Mauroux" 30
"Philip A. Bernstein" 74
"Pinar Tozun" 9
"Prashanth Menon" 3
"Prithviraj Sen" 17
"Raja Appuswamy" 8
"Rakesh Agrawal" 97
"Rene Mueller" 20
"Rogers Jeffrey Leo John" 2
"Ruslan Mavlyutov" 2
"Ryan Marcus" 2
"Saman Amarasinghe" 60
"Samuel Madden" 78
"Sergey Melnik" 11
"Shangyu Luo" 3
"Shengliang Xu" 7
"Shirish Tatikonda" 12
"Shoumik Palkar" 2
"Shrainik Jain" 1
"Sibo Wang" 5
"Stan Zdonik" 70
"Stratos Idreos" 26
"Sudipto Das" 22
"Susan Davidson" 44
"Tanu Malik" 13
"Tarek Elgamal" 3
"Tarique Siddiqui" 2
"Thomas Neumann" 30
"Tieying Zhang" 7
"Tim Kraska" 28
"Tova Milo" 48
"Vikram Sreekanti" 1
"Viktor Leis" 9
"WenLei Xie" 10
"Yuanyuan Tian" 14
"Zechao Shang" 4
"Zheguang Zhao" 5
"Ziawasch Abedjan" 11
"Alex Borges Vieira" 10
"Alexei Zamyatin" 0
"Andrea Marin" 12
"Aniket Mahanti" 8
"Anne Remke" 12
"Azer Bestavros" 56
"Bin Nie" 2
"Catherine Mulligan" 10
"Christian Engelmann" 27
"Daniel Menasce" 51
"David Nicol" 51
"Derek Eager" 44
"Dick Epema" 47
"Emir Halepovic" 16
"Erol Gelenbe" 72
"Glauber Dias Gonçalves" 6
"Guy Martin Tchamgoue" 7
"Hany Kashif" 8
"Jean-Michel Fourneau" 20
"Ji Xue" 3
"Jiangyuan Yao" 2
"Jussara Almeida" 39
"Katinka Wolter" 18
"Kishwar Ahmed" 3
"Martin Arlitt" 40
"Max Schuchard" 6
"Min Li" 12
"Mostafa Ammar" 72
"Nigel Thomas" 18
"Pansy Arafa" 3
"Paolo Romano" 23
"Peter Harrison" 34
"Philipp Andelfinger" 5
"Ping Huang" 7
"Qingkai Liang" 4
"Randall Berry" 43
"Ricardo Lent" 17
"Samer Al-Kiswany" 13
"Samuel Kounev" 28
"Sanjeev Setia" 30
"Shouhuai Xu" 27
"Sophie Chabridon" 13
"Srinivas Shakkottai" 22
"Swades De" 19
"Tim Brecht" 22
"Uday Shanbhag" 20
"Valeria Cardellini" 24
"Wei Ding" 23
"Weijun Xiao" 11
"William .J. Knottenbelt" 28
"Xingfu Wu" 25
"Abhradeep Thakurta" 11
"Adam Smith" 44
"Adrian Tang" 5
"Ahmed M. Azab" 8
"Andrea Maria Zanchettin" 12
"Andrei Popescu" 16
"Andrei Sabelfeld" 34
"Anja Lehmann" 16
"Anne Edmundson" 3
"Antoine Delignat-Lavaud" 12
"Ariel Hamlin" 3
"Arjun Baokar" 2
"Arkady Yerukhimovich" 9
"Aslan Askarov" 17
"Aviv Zohar" 21
"Ben Hermann" 4
"Benjamin Fuller" 6
"Bihuan Chen" 7
"Bogdan Warinschi" 30
"Bruno Blanchet" 32
"Carl Herrmann" 20
"Chaz Lever" 5
"Chenxiong Qian" 5
"Colin O’Flynn" 8
"Constantin Cătalin Drăgan" 4
"Cormac Herley" 45
"Cédric Fournet" 52
"David Brumley" 35
"David Cash" 20
"David Novick" 22
"David Wagner" 80
"Davide Quarta" 1
"Dawson Engler" 44
"Dimitrios Papadopoulos" 7
"Dongpeng Xu" 3
"Endadul Hoque" 9
"Eric Bodden" 31
"Eyal Ronen" 0
"Federico Maggi" 21
"Felix Fischer" 2
"Feng Qian" 17
"Franco Raimondi" 19
"Geumhwan Cho" 4
"Hakjoo Oh" 8
"Hayawardh Vijayakumar" 9
"Heejo Lee" 32
"Huang Xiao" 6
"Huangyi Ge" 1
"Hyoungshick Kim" 14
"Ioannis Papagiannis" 8
"Ismail Khoffi" 3
"Jalaj Upadhyay" 5
"James Larisch" 1
"Jason Hong" 63
"Jean-Pierre Hubaux" 78
"Jiang Ming" 7
"Jinkyu Koo" 8
"Johannes Lerch" 4
"Joseph Bonneau" 26
"Jun Ho Huh" 12
"Junjie Wang" 3
"Junsung Cho" 2
"Juraj Somorovsky" 13
"Jörg Schwenk" 28
"Khaled Saab" 1
"Lei Wei" 5
"Li Zhang" 35
"Liqun Chen" 38
"M. Angela Sasse" 50
"Marcello Pogliani" 1
"Mario Polino" 3
"Markulf Kohlweiss" 29
"Mathias Lecuyer" 3
"Michael J. Fischer" 49
"Mira Mezini" 44
"Mohammad Emtiyaz Khan" 9
"Mohammad Rezaeirad" 2
"Mung Chiang" 65
"Nadim Kobeissi" 4
"Nicholas Carlini" 7
"Nicolas Gailly" 3
"Niels Provos" 33
"Nigel Smart" 54
"Nikhil Swamy" 27
"Nikita Borisov" 36
"Ninghui Li" 58
"Pascal Berrang" 5
"Patrick Tague" 17
"Paul C. van Oorschot" 68
"Paul Pearce" 5
"Peng Wang" 5
"Platon Kotzias" 6
"Primal Wijesekera" 2
"Ranjit Jhala" 41
"Richard Shay" 20
"Riley Spahn" 5
"Robert K. Cunningham" 25
"Robin David" 21
"Roland Eils" 73
"Rui Qiao" 4
"Ruowen Wang" 4
"Salvatore Stolfo" 80
"Santiago Zanella-Béguelin" 18
"Seongyeol Oh" 2
"Sergio Maffeis" 20
"Seulbae Kim" 1
"Seunghoon Woo" 1
"Simon Chung" 11
"Simson Garfinkel" 41
"Srdjan Capkun" 53
"Stefano Zanero" 23
"Stephanos Matsumoto" 5
"Stephen Checkoway" 11
"Sumayah Alrwais" 7
"Suphannee Sivakorn" 5
"Sébastien Bardin" 15
"Tao Xie" 56
"Tiffany Bao" 1
"Tzu-Kuo Huang" 8
"Ulrich Rührmair" 22
"Van Chan Ngo" 4
"Wenbo Shen" 6
"Xianghang Mi" 1
"Yang Liu" 24
"Yixin Sun" 2
"Yuan Tian" 6
"Yupeng Zhang" 4
"Zhongmin Cai" 10
"Abhishek Agrawal" 3
"Abhishek Roy" 3
"Ahmad Qawasmeh" 3
"Alexander Aved" 7
"Amlan Ganguly" 18
"Barbara Chapman" 30
"Bhavesh Khemka" 6
"Christof Teuscher" 23
"Cristinel Ababei" 15
"Donald Kline Jr." 3
"Eli Bozorgzadeh" 25
"Erik Brunvand" 24
"Fa Zhang" 13
"Gang Quan" 27
"Hafiz Fahad Sheikh" 6
"Hakan Aydin" 30
"Huangxin Wang" 3
"Ishan Thakkar" 5
"Ishfaq Ahmad" 49
"Israel Koren" 41
"James Laros" 11
"James Stine" 17
"Jean-Marc Pierson" 21
"Joyanta Biswas" 0
"Kirk Pruhs" 40
"Krishna Kant" 27
"Lee Ward" 18
"Lennart Johnsson" 40
"Li Li" 4
"Lu Chao" 1
"Luhao Wang" 4
"M Meraj Ahmed" 1
"Mahdi Nikdast" 15
"Maurizio Palesi" 27
"Md Abdullah Shahneous Bari" 1
"Md Yusuf Sarwar Uddin" 10
"Mohit Kumar" 0
"Muhammad Shafique" 26
"Nailah Alhassoun" 1
"Naseef Mansoor" 5
"Nilanjan Banerjee" 20
"Partha Pande" 34
"Paul Bogdan" 20
"Petru Eles" 42
"Preeti Panda" 24
"Rami Melhem," 53
"Sayed Ashraf Mamun" 3
"Soamar Homsi" 1
"Song Fu" 18
"Thomas Rauber" 13
"Weisong Shi" 37
"William Stanchina" 22
"Wujie Wen" 11
"Xingzhou Zhang" 1
"Youshi Wang" 2
"Adam Roegiest" 8
"Adrian-Gabriel Chifu" 4
"Adriano Veloso" 23
"Ahmed El Kholy" 9
"Ahmed Hassan" 20
"Ahmed Hassan Awadallah" 20
"Aixin Sun" 35
"Alan Said" 17
"Aleksandr Farseev" 3
"Alessandro Moschitti" 40
"Alessandro Sordoni" 10
"Alexander Kotov" 11
"Alexandros Ntoulas" 18
"Aliaksei Severyn" 14
"Alistair Moffat" 52
"Allan Hanbury" 33
"Altigran S. Da Silva" 29
"Amin Mantrach" 9
"Andrew Trotman" 24
"Andrew Turpin" 31
"Andrey Filchenkov" 15
"Anne-Marie Kermarrec" 47
"Antonio Mallia" 0
"Arjen de Vries" 42
"Ashlee Edwards" 4
"Asia J. Biega" 6
"Avi Arampatzis" 17
"Aya Soffer" 28
"B. Taner Dincer" 6
"Bahareh Sarrafzadeh" 2
"Barbara Poblete" 15
"Bei Shi" 1
"Benjamin Piwowarski" 19
"Benyou Wang" 2
"Berthier Ribeiro-Neto" 34
"Bhaskar Mitra" 9
"Bin Gao" 19
"Bin Wang" 19
"Bing Liu" 76
"Birger Larsen" 22
"Bo Pang" 23
"Bora Edizel" 0
"Bowei Chen" 5
"Brian Davison" 41
"Carlos Castillo" 49
"Carsten Eickhoff" 12
"Chao Zhang" 8
"Chathra Hendahewa" 6
"Cheng Li" 3
"Cheng Luo" 4
"ChengXiang Zhai" 72
"Chenliang Li" 9
"Chenyan Xiong" 6
"Chi Wang" 21
"Chirag Shah" 27
"Christina Lioma" 14
"Christoph Trattner" 15
"Christopher Leckie" 36
"Chuan-Ju Wang" 5
"Claudia Hauff" 19
"Claudio Lucchese" 23
"Craig Macdonald" 38
"Dae Hoon Park" 6
"Dah Ming Chiu" 44
"Damiano Spina" 12
"Daqing He" 21
"David Carmel" 39
"David Elsweiler" 16
"David Graus" 5
"David Maxwell" 5
"David Vallet" 21
"Dawei Yin" 12
"Debasis Ganguly" 8
"Debora Donato" 26
"Deng Cai" 54
"Denis Savenkov" 5
"Diane Kelly" 30
"Dina Demner" 33
"Djoerd Hiemstra" 34
"Dmitry Lagun" 10
"Donald Metzler" 34
"Dongyan Zhao" 19
"Doug Downey" 19
"Douglas Oard" 44
"Edgar Meij" 22
"Edward Lank" 20
"Ee-Peng Lim" 49
"Elif Aktolga" 4
"Emine Yilmaz" 22
"Enrique Amigó" 17
"Enver Kayaaslan" 8
"Eric Gaussier" 34
"Eugene Agichtein" 38
"Evangelos Kanoulas" 21
"Evgeniy Gabrilovich" 37
"Evgeny Kharitonov" 6
"Fabrizio Silvestri" 32
"Faegheh Hasibi" 4
"Falk Scholer" 22
"Fang Liu" 5
"Filip Radlinski" 26
"Flavio Chierichetti" 18
"Franco Maria Nardini" 11
"Frank Hopfgartner" 18
"Fuli Feng" 1
"Fumin Shen" 13
"Furu Wei" 29
"Gabriella Pasi" 31
"Gaurav Baruah" 3
"Gianluca Demartini" 21
"Giulio Ermanno Pibiri" 1
"Giuseppe Ottaviano" 8
"Gordon V. Cormack" 38
"Grace Hui Yang" 16
"Grzegorz Chrupala" 14
"Guido Zuccon" 19
"Hadas Raviv" 5
"Haggai Roitman" 16
"Hamed Zamani" 6
"Hancheng Ge" 5
"Hang Li" 52
"Hanwang Zhang" 14
"Hao Ma" 27
"Haokai Lu" 3
"Heikki Keskustalo" 17
"Heng Tao Shen" 42
"Henry Feild" 13
"Hideo Joho" 27
"Hongbo Deng" 18
"Hongning Wang" 5
"Hongteng Xu" 7
"Hsin-Hsi Chen" 37
"Huan Liu" 85
"Huawei Shen" 4
"Iadh Ounis" 45
"Ian Soboroff" 35
"Ido Guy" 23
"Ilya Markov" 10
"Ingmar Weber" 27
"Ioannis Arapakis" 11
"Irwin King" 52
"Isabelle Moulinier" 10
"Ismail Sengor Altingovde" 16
"Ivan Samborskii" 3
"Iván Cantador" 27
"J. Shane Culpepper" 12
"Jaap Kamps" 34
"Jaime Arguello" 18
"Jaime Teevan" 44
"James Allan" 63
"James Caverlee" 29
"Jamie Callan" 57
"Javed Aslam" 37
"Jeffrey Chan" 13
"Jeffrey Dalton" 7
"Ji-Rong Wen" 45
"Jiafeng Guo" 22
"Jialie Shen" 25
"Jian Pei" 75
"Jian Wang" 8
"Jian-Yun Nie" 41
"Jiaul Paik" 6
"Jiawei Han" 151
"Jie Tang" 49
"Jiepu Jiang" 14
"Jiliang Tang" 29
"Jimmy Lin" 56
"Jinfeng Li" 4
"Jingkuan Song" 15
"Jingzhou Liu" 2
"Jiyin He" 15
"Joao Magalhaes" 11
"Joemon Jose" 36
"Johanne Trippas" 2
"Josiane Mothe" 19
"Julia Kiseleva" 8
"Julian Mcauley" 22
"Julio Gonzalo" 32
"Junchi Yan" 15
"Jung Hyun Kim" 4
"Jussi Karlgren" 25
"Justin Zobel" 63
"K. Selçuk Candan" 37
"Karthik Raman" 9
"Katja Hofmann" 20
"Kazunari Sugiyama" 15
"Kevin Chang" 42
"Kevin Ong" 4
"Kevyn Collins-Thompson" 27
"Kira Radinsky" 15
"Klaus Berberich" 21
"Krisztian Balog" 29
"Kwan Hui Lim" 9
"Lantao Yu" 2
"Laura Dietz" 11
"Laure Soulier" 5
"Laurence Park" 16
"Le Sun" 15
"Leif Azzopardi" 26
"Liangda Li" 7
"Liangjie Hong" 17
"Lidong Bing" 9
"Liqiang Nie" 20
"Liu Yang" 8
"Luca Maria Aiello" 18
"Luchen Tan" 6
"Luke Gallagher" 1
"Luu Anh Tuan" 4
"Léa Laporte" 2
"Maarten de Rijke" 63
"Madian Khabsa" 11
"Makoto P. Kato" 12
"Makoto Yamada" 16
"Mandar Mitra" 24
"Manolis Terrovitis" 16
"Manos Tsagkias" 16
"Marc Sloan" 6
"Marcos André Gonçalves" 39
"Marcos Goncalves" 39
"Maria Luisa Sapino" 20
"Mark Sanderson" 45
"Mark Smucker" 19
"Martha Larson" 28
"Martin Halvey" 18
"Massih-Reza Amini" 21
"Massimo Melucci" 20
"Matt Lease" 26
"Michael Bendersky" 17
"Michael Cole" 14
"Michael Lyu" 76
"Mihaela Curmei" 1
"Mihai Lupu" 14
"Mikhail Ageev" 11
"Min Zhang" 28
"Ming-Feng Tsai" 11
"Minh C Phan" 2
"Mohan Kankanhalli" 48
"Mohand Boughanem" 27
"Morgan Harvey" 11
"Mostafa Dehghani" 7
"Ni Lao" 13
"Nicholas Belkin" 50
"Nick Craswell" 42
"Nicola Ferro" 26
"Nicola Tonellotto" 15
"Nivio Ziviani" 37
"Norbert Fuhr" 44
"Oleg Rokhlenko" 10
"Omar Alonso" 22
"Pablo Castells" 37
"Panagiotis Karras" 18
"Parikshit Sondhi" 7
"Patrick Gallinari" 36
"Paul N. Bennett" 29
"Paul Thomas" 15
"Pavel Serdyukov" 22
"Peng Zhang" 9
"Peter Bailey" 22
"Peter Bruza" 36
"Piji Li" 7
"Ping Luo" 18
"Qi He" 18
"Qi Zhang" 16
"Qiaozhu Mei" 36
"Qingyao Ai" 5
"Quan Wang" 9
"Quan Yuan" 12
"Radu Tudor Ionescu" 11
"Raffaele Perego" 30
"Ralf Schenkel" 31
"Raphael Campos" 1
"Ravi Kumar" 74
"Ricardo Baeza-Yates" 72
"Richang Hong" 28
"Richard McCreadie" 19
"Rishabh Mehrotra" 6
"Rishiraj Saha Roy" 6
"Robert Capra" 20
"Roberto González-Ibáñez" 12
"Rocío Cañamares" 1
"Rodrygo L. T. Santos" 19
"Rohail Syed" 2
"Roi Blanco" 24
"Rossano Venturini" 13
"Ruey-Cheng Chen" 6
"Rui Li" 11
"Ruihua Song" 25
"Russell Power" 10
"Ryen White" 49
"Sachindra Joshi" 15
"Salvatore Orlando" 30
"Sergei Ivanov" 0
"Shangsong Liang" 9
"Shanika Karunasekera" 22
"Shen Jialie" 25
"Shlomo Geva" 27
"Shoaib Jameel" 5
"Shuai Ding" 7
"Shuaiqiang Wang" 10
"Shubhra Kanti Karmaker Santu" 1
"Siu Cheung Hui" 32
"Steven Schockaert" 21
"Susan T. Dumais" 91
"Svein Erik Bratsberg" 9
"Sérgio Canuto" 4
"Tamer Elsayed" 13
"Tao Mei" 42
"Tat-Seng Chua" 65
"Tetsuya Sakai" 28
"Thiago Salles" 7
"Thibaut Thonet" 2
"Thomas Demeester" 10
"Tie-Yan Liu" 40
"Tim Hanratty" 7
"Timothy Baldwin" 41
"Ting Yao" 13
"Udo Kruschwitz" 19
"Vanessa Murdock" 24
"Vassilis Plachouras" 26
"Vineet Kumar" 1
"Virgil Pavlu" 18
"Vishwa Vinay" 10
"W. Bruce Croft" 98
"Wai Lam" 37
"Wayne Xin Zhao" 14
"Wei Liu" 34
"Wei Wu" 7
"Wei-Cheng Chang" 3
"Weinan Zhang" 14
"Weize Kong" 6
"Winston Hsu" 30
"Xia Hu" 21
"Xiang Ren" 13
"Xiang Wang" 12
"Xiangnan He" 8
"Xiaochi Wei" 2
"Xiaohui Xie" 44
"Xiaolu Lu" 3
"Xiaozhong Liu" 12
"Xin Li" 3
"Xu Chen" 2
"Xueqi Cheng" 42
"Yadong Mu" 18
"Yan Zhang" 2
"Yang Yang" 24
"Yanyan Lan" 16
"Yashar Moshfeghi" 10
"Yi Tay" 1
"Yi Zhang" 24
"Yiming Yang" 46
"Yinghui Xu" 4
"Yingwei Pan" 7
"Yoelle Maarek" 31
"Yong Li" 28
"Yongfeng Zhang" 8
"Yosi Mass" 5
"Yu Gong" 1
"Yuan Fang" 7
"Yuanhua Lv" 14
"Yue Wang" 4
"Yuening Hu" 8
"Yuxin Su" 3
"Yuzhen Huang" 5
"Zhaochun Ren" 9
"Zhaofan Qiu" 4
"Zheng Ye" 10
"Zhicheng Dou" 16
"Zhifeng Bao" 16
"Zhiyong Cheng" 7
"Zhiyuan Liu" 22
"Ahmed Elmokashfi" 11
"Ali Safari Khatouni" 2
"Anand Padmanabha Iyer" 12
"Andra Lutu" 6
"Andreas Terzis" 42
"Ashiwan Sivakumar" 4
"Ashkan Nikravesh" 5
"Ashutosh Sabarwal" 50
"Audun Hansen" 21
"Changzhi Li" 29
"Chanyou Hwang" 4
"Chenren Xu" 14
"Chi Zhang" 5
"Chiara Petriolli" 38
"Christina Fragouli" 41
"David Chu" 19
"Džiugas Baltrunas" 3
"Elizabeth Belding" 54
"Eric Rozner" 18
"Fei Wu" 4
"Geoffrey Challen" 16
"Giovanni Pau" 29
"Guangtao Xue" 17
"Guobin Shen" 32
"Himanshu Gupta" 31
"Hongbo Jiang" 24
"Hun-Seok Kim" 9
"Ioannis Pefkianakis" 10
"Jiaqi Xu" 2
"Jon Longtin" 26
"Jonas Karlsson" 7
"Josh Smith" 49
"Ju Wang" 4
"Jun Luo" 25
"Junehwa Song" 31
"Kannan Srinivasan" 19
"Karthik Dantu" 15
"Kassem Fawaz" 13
"Kristian Evensen" 12
"Kyungho Jeon" 4
"Li Erran Li" 45
"Li-Xuan Chuo" 3
"Lu Chen" 2
"Mahesh K. Marina" 23
"Marco Ajmone Marsan" 49
"Marco Gruteser" 43
"Mario Gerla" 116
"Mark Corner" 28
"Matt Welsh" 62
"Md. Shaifur Rahman" 2
"Mehrdad Khaledi" 6
"Mithuna Thottethodi" 19
"Mo Li" 32
"Mohammad A. Khojastepour" 32
"Neal Patwari" 40
"Ningwei Dai" 4
"Panos Papadimitratos" 42
"Polly Huang" 35
"Prasun Sinha" 43
"Qian Zhang" 72
"Qianyi Huang" 4
"Qingqing Cao" 1
"Raghupathy Sivakumar" 44
"Rajesh Krishna Balan" 24
"Robert LiKamWa" 8
"Robin Kravets" 39
"Sanjib Sur" 7
"Shangqing Zhao" 1
"Shankaranarayanan Puzhavakath Narayanan" 4
"Sharath Chandrashekhara" 2
"Shilin Zhu" 6
"Sneha Kasera" 25
"Songwu Lu" 62
"Souvik Sen" 26
"Srihari Nelakuditi" 30
"Stefan Alfredsson" 7
"Steven Y. Ko" 19
"Swadhin Pradhan" 3
"Taeyeon Ki" 4
"Tarun Bansal" 1
"Thyaga Nandagopal" 23
"Tian He" 61
"Vincenzo Mancuso" 19
"Vishnu Navda" 19
"Xia Zhou" 18
"Xiaoguang Li" 47
"Yanbing Yang" 2
"Yang Shen" 32
"Yi Gao" 8
"Yihua Ethan Guo" 3
"Yong Cui" 28
"Yuanjie Li" 6
"Yunxin Liu" 18
"Zengwen Yuan" 4
"Zeqi Lai" 3
"Zhaowei Tan" 2
"Zhengping Luo" 0
"Zhenlin An" 0
"Zhice Yang" 3
"Zhihao Cheng" 1
"Zhuo Lu" 11
"Abdul Wasay" 1
"Abolfazl Asudeh" 3
"Akhil Arora" 3
"Alan Fern" 29
"Alekh Jindal" 12
"Alexandra Meliou" 12
"Alexandros Labrinidis" 26
"Alin Deutsch" 36
"Altigran-Soares Dasilva" 29
"Amir Shaikhha" 3
"Amit Chavan" 4
"Andreas Behrend" 8
"Anshuman Dutt" 3
"Anthony K. H. Tung" 44
"Anurag Khandelwal" 2
"Arnab Nandi" 12
"Arun Kumar" 11
"Ashraf Aboulnaga" 30
"Asif Khan" 2
"Asterios Katsifodimos" 9
"Avrilia Floratou" 6
"Azade Nazi" 5
"Beng Chin Ooi" 70
"Bin Cui" 29
"Bo Tang" 2
"Bo Zhao" 15
"Bogdan Cautis" 13
"Bongki Moon" 32
"Carlos Ordonez" 26
"Ce Zhang" 18
"Chao Xie" 3
"Chee-Yong Chan" 29
"Cheng Long" 7
"Chengliang Chai" 2
"Chris Jermaine" 25
"Christoph Koch" 42
"Chuan Lei" 7
"Chunbin Lin" 4
"Claude Barthels" 3
"Cong Ding" 6
"Cong Yu" 37
"Curtis Dyreson" 26
"Dan Olteanu" 28
"Dario Colazzo" 15
"Darko Makreshanski" 3
"David Mount" 38
"David Sidler" 3
"Davide Martinenghi" 18
"Dongchul Kim" 4
"Dongxiang Zhang" 14
"Eduard Dragut" 10
"Elias Stehle" 0
"Elisa Quintarelli" 18
"Elke Rundensteiner" 55
"Emad Soroush" 8
"Esteban Arcaute" 7
"Evan Ye" 6
"Fisnik Kastrati" 1
"Florent Masseglia" 20
"Florin Rusu" 12
"Frank Neven" 32
"François Goasdoué" 20
"Gao Cong" 42
"Gautam Das" 53
"Geoff Gordon" 14
"George H. L. Fletcher" 15
"Giorgio Orsi" 17
"Graham Cormode" 50
"Grant Schoenebeck" 13
"Guido Moerkotte" 38
"Guoliang Li" 32
"Gustavo Alonso" 66
"H. V. Jagadish" 69
"Haitao Yuan" 5
"Haixun Wang" 53
"Hank Korth" 46
"Hao Wei" 5
"Harish Doraiswamy" 11
"Haruo Yokota" 21
"Hector Garcia-Molina" 128
"Herodotos Herodotou" 14
"Hideaki Kim" 5
"Himchan Park" 1
"Hui Li" 27
"Hyeontaek Lim" 10
"Ilia Petrov" 11
"Immanuel Trummer" 7
"Ingo Müller" 6
"Ioana Manolescu" 33
"Ioannis Demertzis" 2
"Ios Kotsogiannis" 1
"Ira Assent" 25
"Iwata Tomoharu" 19
"James Cheney" 32
"Jana Giceva" 7
"Jeffrey Naughton" 70
"Jens Dittrich" 24
"Jens Teubner" 24
"Jerome Simeon" 34
"Jiaheng Lu" 22
"Jiamin Huang" 5
"Jian Li" 6
"Jiannan Wang" 18
"Jianxin Li" 18
"Jiawei Jiang" 3
"Jing Gao" 36
"Jingbo Xu" 3
"John Abowd" 46
"John Cieslewicz" 13
"Jorge Arnulfo Quiane Ruiz" 16
"Jorge-Arnulfo Quiane-Ruiz" 16
"Joshua Auerbach" 8
"Ju Fan" 10
"Juliana Freire" 47
"Julien Leblay" 6
"Junfeng Zhou" 19
"Junhao Gan" 2
"Kaan Kara" 1
"Kai Herrmann" 2
"Kamalika Chaudhuri" 25
"Kamesh Munagala" 36
"Katja Hose" 18
"Kayhan Dursun" 3
"Keita Xagawa" 9
"Ken-Ichi Kawarabayashi" 28
"Kenneth S. Bøgh" 5
"Kesheng Wu" 41
"Koh Takeuchi" 4
"Konstantinos Karanasos" 11
"Konstantinos Xirogiannopoulos" 1
"Kristian Kersting" 41
"Kyriakos Mouratidis" 24
"Lars Vilhuber" 14
"Laure Berti-Equille" 17
"Lei Chen" 47
"Lele Yu" 20
"Leong Hou U" 12
"Letizia Tanca" 31
"Lianghong Xu" 7
"Lijun Chang" 15
"Louis Mandel" 10
"Luis Perez" 9
"Lyublena Antova" 11
"M. Tamer Ozsu" 54
"Mahashweta Das" 7
"Mahbub Hasan" 3
"Man Lung Yiu" 37
"Manas Joglekar" 8
"Manos Athanassoulis" 11
"Mark Kutzbach" 7
"Martin Hirzel" 23
"Martin Theobald" 26
"Mathieu Blondel" 7
"Matthew Graham" 2
"Matthias Renz" 22
"Mayuresh Kunjir" 4
"Melanie Herschel" 19
"Michael Cafarella" 30
"Michael R. Anderson" 4
"Milos Nikolic" 6
"Min-Soo Kim" 15
"Mohamed Mokbel" 47
"Mohamed Sarwat" 11
"Muhammad Idris" 6
"Muhsen Owaida" 5
"Naonori Ueda" 30
"Naoto Ohsaka" 3
"Neoklis Polyzotis" 33
"Ngai Meng Kou" 3
"Nikos Mamoulis" 48
"Oktie Hassanzadeh" 19
"Olga Poppe" 5
"Parisa Ataei" 1
"Paul Suganthan" 4
"Peter Nugent" 77
"Pingfan Meng" 4
"Prashant Pandey" 3
"Pritom Ahmed" 2
"Radu Ciucanu" 8
"Rainer Gemulla" 17
"Rajasekar Krishnamurthy" 24
"Raman Grover" 7
"Raymond Chi-Wing Wong" 36
"Reynold Cheng" 31
"Robert Gottstein" 5
"Romuald Thion" 5
"Rui Liu" 3
"Sael Lee" 13
"Sainyam Galhotra" 3
"Sanjay Chawla" 32
"Sarah Cohen-Boulakia" 16
"Saravanan Thirumuruganathan" 8
"Sayan Ranu" 10
"Sean Chester" 9
"Sebastian Michel" 27
"Sebastian Schelter" 8
"Semih Salihoglu" 9
"Senjuti Basu Roy" 19
"Shaleen Deep" 1
"Shijie Zhou" 5
"Shimin Chen" 21
"Shoji Nishimura" 5
"Siarhei Bykau" 5
"Somesh Jha" 67
"Spyros Blanas" 9
"Stavros Papadopoulos" 17
"Stefan Manegold" 29
"Stefano Ceri" 72
"Stelios Paparizos" 16
"Sudeepa Roy" 13
"Sunil Prabhakar" 35
"Surajit Chaudhuri" 9
"Tao Guo" 2
"Theodoros Rekatsinas" 7
"Thomas Heinis" 14
"Tilmann Rabl" 15
"Toby Bloom" 16
"Todd Green" 29
"Torsten Grust" 22
"Tsz Nam Chan" 1
"Tyson Condie" 24
"U Kang" 27
"Uday Evani" 9
"Ugo Comignani" 1
"Vagelis Hristidis" 31
"Vasilis Vassalos" 23
"Vassilis J. Tsotras" 44
"Vijay Raghavendra" 0
"Vincent Oria" 15
"Vineet Pandey" 2
"Walid Aref" 54
"Wei Li" 4
"Weijie Zhao" 3
"Wenbo Tao" 1
"Wentao Wu" 11
"Wolfgang Gatterbauer" 19
"Xi Wu" 8
"Xiang Lian" 22
"Xiaolan Wang" 7
"Xin Cao" 13
"Xin Dong" 29
"Yael Amsterdamer" 10
"Yang Cao" 7
"Yanif Ahmad" 13
"Yanlei Diao" 28
"Yannis Velegrakis" 21
"Yaron Kanza" 19
"Yicheng Tu" 2
"Yinan Li" 10
"Ying Yan" 12
"Yinghui Wu" 14
"Yongchul Kwon" 16
"Yongjoo Park" 3
"Yongxin Tong" 13
"Youngchoon Park" 9
"Yuchen Li" 2
"Yudian Zheng" 4
"Yuichi Yoshida" 13
"Zekai Gao" 4
"Zhongjun Jin" 1
"Zoi Kaoudi" 11
"Zongheng Yang" 2
"Zsolt Istvan" 6
"Aiman Fang" 4
"Akira Nukada" 17
"Akshay Venkatesh" 9
"Alexander Hohl" 2
"Alistair Rendell" 34
"Ananth Kalyanaraman" 17
"Andreas Wingen" 19
"Aniket Chakrabarti" 3
"Aniruddha Gokhale" 40
"Ann Chervenak" 33
"Armin Mehrabian" 1
"Athena Elafrou" 0
"Aurélien Cavelan" 4
"Bahamn Javadi" 16
"Balsa Terzic" 11
